Date,Open,High,Low,Close,Adj Close,Volume
2012-01-30,124.25,124.349998,123.870003,124.150002,120.899704,19262
2012-01-31,124.120003,124.459999,124.040001,124.139999,120.890007,8757
2012-02-01,125.0,125.0,123.800003,124.059998,120.812073,4504
2012-02-02,124.010002,124.440002,124.010002,124.25,120.997078,3487
2012-02-03,124.629997,124.629997,124.239998,124.599998,121.337944,4173
2012-02-06,125.279999,125.480003,125.0,125.449997,122.165665,8364
2012-02-07,125.449997,126.059998,124.949997,125.010002,121.737236,10774
2012-02-08,126.0,126.0,125.209999,125.57,122.282509,3761
2012-02-09,125.800003,125.980003,125.300003,125.419998,122.136467,4001
2012-02-10,126.019997,126.230003,125.779999,126.230003,122.925255,6177
2012-02-13,126.360001,126.699997,126.25,126.449997,123.139481,4148
2012-02-14,126.860001,127.029999,126.599998,127.029999,123.70433,5718
2012-02-15,126.800003,127.480003,126.57,127.480003,124.142555,11335
2012-02-16,127.0,127.0,125.800003,125.830002,122.535721,4197
2012-02-17,127.220001,127.220001,126.440002,126.489998,123.178467,5863
2012-02-20,127.529999,128.070007,127.519997,127.900002,124.551567,8207
2012-02-21,128.0,128.479996,128.0,128.179993,124.824226,8217
2012-02-22,128.729996,128.809998,128.350006,128.770004,125.398781,3654
2012-02-23,128.639999,128.779999,128.25,128.25,124.892403,4096
2012-02-24,128.990005,128.990005,128.020004,128.149994,124.794998,2297
2012-02-27,128.199997,128.720001,128.199997,128.369995,125.009224,2427
2012-02-28,128.990005,128.990005,127.769997,127.980003,124.62944,7552
2012-02-29,128.220001,128.220001,127.75,127.989998,124.639183,3192
2012-03-01,127.669998,127.919998,127.440002,127.440002,124.103607,6569
2012-03-02,128.270004,128.360001,128.009995,128.330002,124.970276,2896
2012-03-05,128.720001,128.720001,128.389999,128.529999,125.165031,2404
2012-03-06,128.589996,129.169998,128.479996,129.169998,125.788269,5345
2012-03-07,128.029999,128.800003,128.029999,128.270004,124.911873,4347
2012-03-08,128.600006,129.100006,128.600006,128.800003,125.428009,4695
2012-03-09,129.399994,129.470001,129.110001,129.300003,125.914879,2338
2012-03-12,130.0,131.130005,130.0,130.809998,127.385384,4485
2012-03-13,131.0,132.0,131.0,131.399994,127.959923,13663
2012-03-14,133.139999,133.669998,133.0,133.0,129.51799,11347
2012-03-15,133.0,134.660004,133.0,134.520004,130.99823,5896
2012-03-16,134.589996,134.589996,133.759995,134.0,130.491821,10825
2012-03-19,133.440002,133.899994,133.440002,133.660004,130.160736,5735
2012-03-20,133.690002,134.300003,133.639999,134.279999,130.764496,11977
2012-03-21,134.869995,135.369995,134.770004,135.369995,131.825958,7698
2012-03-22,135.350006,135.850006,135.0,135.850006,132.293411,14226
2012-03-23,135.300003,135.399994,135.0,135.130005,131.592255,2346
2012-03-26,134.970001,135.139999,134.699997,135.110001,131.572769,7002
2012-03-27,135.399994,135.729996,135.149994,135.619995,132.069366,9452
2012-03-28,135.449997,136.009995,135.449997,135.899994,132.342148,10161
2012-03-29,135.789993,136.0,135.649994,135.75,132.196014,6358
2012-03-30,135.690002,135.820007,135.380005,135.770004,132.215439,5481
2012-04-02,136.0,136.429993,135.960007,136.25,132.682938,9794
2012-04-03,136.289993,136.990005,135.869995,136.990005,133.403625,12284
2012-04-04,137.0,137.729996,137.0,137.610001,134.007263,9292
2012-04-05,136.399994,136.720001,136.240005,136.300003,132.731674,12801
2012-04-10,135.0,135.0,134.25,134.559998,131.037186,8108
2012-04-11,134.449997,134.449997,133.0,133.0,129.51799,6514
2012-04-12,134.0,134.0,132.699997,133.0,129.51799,8381
2012-04-13,133.75,134.5,133.75,134.5,130.97876,5167
2012-04-16,133.0,133.080002,132.699997,133.050003,129.566681,2609
2012-04-17,132.889999,133.190002,132.610001,133.179993,129.693314,13548
2012-04-18,134.0,134.369995,133.779999,134.199997,130.68663,4056
2012-04-19,134.0,134.440002,134.0,134.440002,130.920319,4928
2012-04-20,134.300003,136.759995,133.630005,134.110001,130.598984,4706
2012-04-23,133.490005,133.970001,133.490005,133.910004,130.404175,7252
2012-04-24,133.539993,134.160004,133.25,134.029999,130.521072,8998
2012-04-26,134.899994,135.300003,134.729996,134.729996,131.202728,7759
2012-04-27,135.580002,135.580002,135.059998,135.440002,131.89418,3514
2012-04-30,135.25,135.25,134.729996,135.020004,131.485107,3626
2012-05-01,135.0,136.190002,134.509995,136.130005,132.566101,7629
2012-05-02,136.649994,136.880005,136.509995,136.600006,133.023804,10221
2012-05-03,136.809998,136.809998,136.330002,136.410004,132.83876,4307
2012-05-04,136.210007,136.229996,136.020004,136.149994,132.585571,2858
2012-05-07,134.5,134.509995,133.740005,133.809998,130.306808,9755
2012-05-08,133.800003,135.169998,133.800003,135.039993,131.504623,29657
2012-05-09,135.039993,135.610001,135.039993,135.600006,132.049988,7264
2012-05-10,136.0,136.0,134.960007,135.100006,131.563095,13092
2012-05-11,134.850006,135.339996,134.75,135.339996,131.796783,6315
2012-05-14,135.580002,135.75,135.279999,135.410004,131.864929,6199
2012-05-15,136.059998,136.059998,135.059998,135.169998,131.63121,13622
2012-05-16,135.029999,135.080002,134.559998,134.559998,131.037186,9244
2012-05-17,134.600006,134.800003,134.539993,134.539993,131.01767,4180
2012-05-18,134.0,134.0,132.880005,133.0,129.51799,13652
2012-05-21,132.809998,132.860001,131.809998,131.809998,128.359161,21294
2012-05-22,131.809998,134.0,131.809998,133.800003,130.297104,16005
2012-05-23,135.160004,135.320007,132.619995,134.729996,131.202728,9545
2012-05-24,135.899994,136.009995,135.399994,135.5,131.952606,2814
2012-05-25,136.410004,136.570007,135.949997,136.259995,132.692673,2762
2012-05-28,136.039993,136.039993,135.300003,135.300003,131.757797,1921
2012-05-29,135.059998,135.759995,135.059998,135.699997,132.147339,13228
2012-05-30,136.889999,136.889999,136.190002,136.509995,132.936142,23964
2012-05-31,136.639999,141.580002,135.660004,136.0,132.439468,20447
2012-06-01,135.75,135.880005,135.399994,135.600006,132.049988,15031
2012-06-04,132.550003,132.550003,131.850006,132.199997,128.738922,6867
2012-06-05,132.0,132.119995,131.479996,131.490005,128.047577,7098
2012-06-06,132.649994,132.820007,132.089996,132.300003,128.836334,2585
2012-06-07,134.0,134.369995,133.169998,133.529999,130.034164,3436
2012-06-08,133.850006,134.119995,133.779999,134.059998,130.550293,1947
2012-06-12,133.5,134.240005,131.0,134.240005,130.725586,21636
2012-06-13,133.960007,134.25,133.960007,134.25,130.735306,2079
2012-06-14,133.649994,133.960007,133.369995,133.800003,130.297104,3328
2012-06-15,134.240005,134.529999,133.990005,133.990005,130.482101,2138
2012-06-18,134.369995,135.110001,134.0,134.0,130.491821,3752
2012-06-19,134.259995,134.5,133.75,134.070007,130.560059,5549
2012-06-20,133.5,133.669998,133.350006,133.369995,129.878326,5246
2012-06-21,133.369995,133.690002,133.279999,133.529999,130.034164,4358
2012-06-22,133.550003,133.550003,132.240005,132.339996,128.875259,6920
2012-06-25,127.160004,133.029999,125.800003,131.800003,128.349411,4494
2012-06-26,131.0,131.940002,131.0,131.899994,128.446808,4453
2012-06-27,131.899994,131.940002,131.710007,131.710007,128.26178,2224
2012-06-28,132.009995,132.589996,132.009995,132.330002,128.865555,3408
2012-06-29,132.300003,133.5,132.300003,132.419998,128.953232,11634
2012-07-02,133.630005,133.699997,133.300003,133.529999,130.034164,12906
2012-07-03,133.600006,133.690002,133.300003,133.300003,129.81012,6135
2012-07-04,134.259995,134.320007,133.740005,134.149994,130.637909,3567
2012-07-05,134.149994,134.190002,133.850006,133.850006,130.345764,2773
2012-07-06,133.490005,133.820007,133.460007,133.740005,130.238632,3368
2012-07-09,133.770004,133.800003,133.199997,133.449997,129.956207,3726
2012-07-10,133.279999,133.440002,133.009995,133.320007,129.829651,6219
2012-07-11,132.119995,132.259995,131.820007,132.190002,128.729233,4734
2012-07-12,131.699997,132.449997,131.570007,132.190002,128.729233,4649
2012-07-13,132.5,132.800003,132.169998,132.289993,128.826538,2427
2012-07-16,133.009995,133.199997,132.860001,133.039993,129.556992,4423
2012-07-17,132.740005,132.740005,132.399994,132.520004,129.050613,6893
2012-07-18,133.0,133.0,132.520004,132.690002,129.216171,3334
2012-07-19,133.0,133.410004,133.0,133.190002,129.703049,2592
2012-07-20,132.600006,134.740005,132.509995,132.649994,129.177139,7221
2012-07-23,132.0,132.259995,131.779999,131.779999,128.330002,9298
2012-07-24,131.910004,132.0,131.600006,131.770004,128.320236,3909
2012-07-25,130.979996,131.110001,130.660004,131.0,127.570381,8732
2012-07-26,130.330002,130.690002,130.25,130.25,126.840027,2608
2012-07-27,131.259995,131.779999,131.259995,131.779999,128.330002,3763
2012-07-30,132.759995,132.929993,132.639999,132.649994,129.177139,4717
2012-07-31,132.649994,132.699997,132.440002,132.669998,129.196655,7502
2012-08-01,132.240005,132.259995,131.639999,132.130005,128.670792,2389
2012-08-02,132.009995,132.389999,132.009995,132.25,128.787628,3120
2012-08-03,131.25,131.440002,131.149994,131.289993,127.852837,5252
2012-08-06,132.0,132.919998,132.0,132.529999,129.060318,3987
2012-08-07,132.5,132.690002,132.369995,132.600006,129.128479,2916
2012-08-08,132.699997,134.740005,132.699997,133.509995,130.014679,52998
2012-08-09,133.419998,133.5,133.210007,133.5,130.004929,12828
2012-08-10,133.690002,133.880005,133.350006,133.809998,130.306808,10503
2012-08-13,133.809998,133.919998,133.449997,133.5,130.004929,7517
2012-08-14,134.580002,134.75,134.330002,134.630005,131.105362,6567
2012-08-15,134.5,134.789993,133.529999,134.520004,130.99823,5179
2012-08-16,134.949997,135.589996,134.759995,135.5,131.952606,5750
2012-08-17,135.639999,136.240005,135.600006,136.179993,132.614777,3405
2012-08-20,137.0,137.0,136.320007,136.449997,132.877701,2362
2012-08-21,136.669998,136.699997,136.029999,136.100006,132.53685,5125
2012-08-22,136.5,136.5,135.679993,136.300003,132.731674,6755
2012-08-23,136.0,136.009995,135.600006,135.899994,132.342148,6220
2012-08-24,135.600006,135.600006,135.240005,135.580002,132.030457,10830
2012-08-27,136.949997,137.220001,136.850006,137.220001,133.627502,4356
2012-08-28,137.220001,137.25,136.850006,137.0,133.413345,8045
2012-08-29,135.610001,140.0,135.610001,137.100006,133.510696,2147
2012-08-30,137.100006,137.25,137.050003,137.050003,133.462006,20457
2012-08-31,137.050003,137.25,136.800003,137.119995,133.530151,10152
2012-09-03,137.259995,138.300003,137.25,137.699997,134.094971,13555
2012-09-04,139.0,139.389999,138.0,138.0,134.387115,16408
2012-09-05,139.0,140.240005,138.300003,138.729996,135.098007,11975
2012-09-06,139.0,139.350006,138.639999,138.679993,135.049286,8571
2012-09-07,140.539993,140.539993,139.850006,139.850006,136.188751,9458
2012-09-10,139.860001,139.949997,139.259995,139.570007,135.916061,11629
2012-09-11,139.020004,139.350006,138.740005,139.0,135.360931,5297
2012-09-12,138.350006,138.520004,138.039993,138.190002,134.572128,12518
2012-09-13,138.839996,138.839996,138.470001,138.600006,134.971405,5618
2012-09-14,139.770004,140.990005,139.300003,139.300003,135.653091,7607
2012-09-17,140.0,140.25,139.080002,139.380005,135.731049,8138
2012-09-18,140.649994,141.190002,140.649994,141.190002,137.493607,7218
2012-09-19,142.5,142.5,141.029999,141.289993,137.590958,13487
2012-09-20,140.899994,141.479996,140.389999,141.110001,137.415741,4365
2012-09-21,141.389999,141.389999,140.990005,141.039993,137.347488,6587
2012-09-24,141.0,141.320007,140.789993,140.789993,137.104095,10031
2012-09-25,140.789993,141.550003,140.789993,141.520004,137.814941,11399
2012-09-26,140.300003,140.309998,139.779999,140.309998,136.636642,13052
2012-09-27,140.0,140.0,138.800003,139.050003,135.409592,7669
2012-09-28,139.5,141.899994,138.770004,138.919998,135.283035,4552
2012-10-01,139.300003,139.699997,139.199997,139.199997,135.55574,8746
2012-10-02,139.199997,140.850006,139.199997,140.470001,136.792496,10136
2012-10-03,141.75,142.100006,141.619995,142.100006,138.379791,4588
2012-10-04,142.75,143.899994,142.75,143.199997,139.450882,3635
2012-10-05,143.25,143.899994,143.0,143.309998,139.55809,5235
2012-10-08,144.0,144.410004,144.0,144.25,140.473495,5552
2012-10-09,144.100006,144.100006,143.050003,143.600006,139.840515,4163
2012-10-10,143.240005,143.240005,141.550003,141.649994,137.941574,7721
2012-10-11,141.070007,141.070007,139.889999,140.080002,136.412659,7169
2012-10-12,140.0,141.009995,140.0,140.320007,136.646439,8992
2012-10-15,140.320007,140.320007,140.020004,140.160004,136.490616,5062
2012-10-16,141.589996,141.589996,141.080002,141.25,137.552017,9097
2012-10-17,142.289993,142.330002,141.509995,141.699997,137.99025,25218
2012-10-18,141.649994,141.809998,141.389999,141.630005,137.922134,6677
2012-10-19,141.449997,141.449997,141.100006,141.429993,137.727295,10936
2012-10-22,140.619995,140.619995,139.0,139.520004,135.867401,9441
2012-10-23,139.220001,140.220001,139.220001,139.649994,135.993866,4902
2012-10-24,138.899994,138.899994,138.190002,138.529999,134.903259,6312
2012-10-25,138.0,138.0,137.0,137.119995,133.530151,20037
2012-10-26,137.199997,137.380005,136.570007,136.949997,133.364609,7523
2012-10-29,136.509995,137.240005,136.509995,136.520004,132.945862,6534
2012-10-30,136.75,137.199997,136.130005,136.449997,132.877701,9842
2012-10-31,137.570007,137.570007,137.080002,137.300003,133.705475,5057
2012-11-01,137.0,137.0,136.399994,136.419998,132.848526,6049
2012-11-02,138.100006,138.360001,137.820007,138.199997,134.581848,5783
2012-11-05,138.199997,139.130005,136.899994,137.210007,133.617813,5279
2012-11-06,137.309998,137.410004,136.850006,136.880005,133.296463,10449
2012-11-07,137.699997,137.759995,136.449997,136.580002,133.004227,10018
2012-11-08,136.0,136.0,134.949997,135.25,131.709152,13241
2012-11-09,134.970001,134.970001,133.410004,133.770004,130.267883,18498
2012-11-12,133.789993,133.789993,133.220001,133.589996,130.092575,5990
2012-11-13,133.570007,133.570007,132.580002,132.839996,129.362198,7323
2012-11-14,134.0,134.0,132.600006,132.809998,129.332993,4093
2012-11-15,132.5,132.5,131.619995,131.800003,128.349411,9206
2012-11-16,132.0,132.080002,131.630005,132.0,128.544235,4937
2012-11-19,132.0,133.179993,132.0,132.759995,129.284286,9283
2012-11-20,135.0,135.0,133.979996,134.020004,130.511353,5018
2012-11-21,134.789993,135.160004,134.190002,134.190002,130.676865,13294
2012-11-22,135.490005,135.520004,135.25,135.25,131.709152,11793
2012-11-23,135.589996,135.610001,135.199997,135.199997,131.660461,6276
2012-11-26,135.199997,135.300003,135.0,135.25,131.709152,7299
2012-11-27,135.369995,135.660004,135.289993,135.529999,131.981812,12721
2012-11-28,135.039993,135.110001,134.660004,134.940002,131.407196,8022
2012-11-29,135.0,136.0,135.0,135.949997,132.390869,8119
2012-11-30,136.75,137.059998,136.699997,136.929993,133.345078,8826
2012-12-03,137.110001,137.660004,136.899994,137.440002,133.841766,10417
2012-12-04,136.889999,136.889999,135.679993,135.679993,132.127853,15834
2012-12-05,135.679993,136.070007,135.300003,135.800003,132.244766,32889
2012-12-06,136.300003,136.300003,135.5,135.550003,132.001251,7332
2012-12-07,136.309998,136.410004,136.0,136.259995,132.692673,11160
2012-12-10,136.75,136.800003,136.270004,136.619995,133.043243,11408
2012-12-11,136.639999,136.850006,136.479996,136.600006,133.023804,9944
2012-12-12,137.320007,137.320007,137.0,137.149994,133.559372,6098
2012-12-13,137.0,137.0,136.580002,136.820007,133.238052,4827
2012-12-14,136.720001,136.720001,136.119995,136.490005,132.916672,14666
2012-12-17,136.490005,136.490005,135.839996,136.039993,132.478439,14782
2012-12-18,138.110001,138.110001,137.339996,137.5,133.900223,39089
2012-12-19,138.169998,139.270004,138.169998,139.039993,135.399887,5453
2012-12-20,138.399994,138.399994,137.300003,137.350006,133.754166,11885
2012-12-21,137.100006,139.0,137.0,137.050003,133.462006,14889
2012-12-24,137.050003,138.199997,137.050003,137.850006,134.241089,2655
2012-12-27,137.529999,137.699997,137.490005,137.580002,133.978134,1462
2012-12-28,137.649994,137.649994,137.050003,137.220001,133.627502,2942
2012-12-31,136.550003,136.550003,134.389999,135.5,131.952606,4732
2013-01-02,136.0,138.75,136.0,137.990005,134.377411,6750
2013-01-03,139.509995,141.5,139.5,139.809998,136.149734,3994
2013-01-04,140.949997,140.949997,140.300003,140.630005,136.948273,3013
2013-01-07,140.660004,140.690002,140.350006,140.380005,136.704865,94827
2013-01-08,140.100006,140.210007,139.600006,140.020004,136.354294,9315
2013-01-09,139.600006,140.070007,139.460007,139.470001,135.818649,6075
2013-01-10,139.899994,140.050003,139.5,139.5,135.847855,10764
2013-01-11,140.199997,140.289993,139.860001,140.100006,136.432144,7404
2013-01-14,140.710007,140.940002,140.5,140.600006,136.919067,9029
2013-01-15,140.5,140.5,139.860001,139.990005,136.325043,7136
2013-01-16,140.0,140.309998,139.779999,139.830002,136.169205,9043
2013-01-17,140.309998,140.539993,139.75,140.449997,136.772949,7604
2013-01-18,140.759995,141.889999,140.759995,141.740005,138.02919,13207
2013-01-21,142.350006,142.460007,141.899994,142.25,138.525879,6106
2013-01-22,142.25,142.279999,141.5,141.5,137.795486,8514
2013-01-23,142.300003,142.809998,142.070007,142.259995,138.535568,9553
2013-01-24,142.5,142.800003,142.350006,142.679993,138.944611,15578
2013-01-25,143.369995,144.0,143.139999,143.860001,140.09375,18252
2013-01-29,145.0,145.070007,144.5,144.800003,141.009048,16354
2013-01-30,145.25,145.399994,144.839996,144.850006,141.05777,17153
2013-01-31,144.850006,145.330002,144.600006,145.25,141.447281,15124
2013-02-01,145.0,145.679993,144.75,145.539993,141.729706,9780
2013-02-04,145.550003,146.259995,145.550003,145.699997,141.885574,6151
2013-02-05,145.0,145.270004,144.399994,145.050003,141.252548,13560
2013-02-06,145.789993,147.160004,145.789993,147.139999,143.287857,9920
2013-02-07,148.0,148.0,147.300003,147.399994,143.541031,6582
2013-02-08,147.860001,148.139999,147.639999,147.839996,143.969482,8117
2013-02-11,147.550003,148.5,147.550003,148.360001,144.475876,7233
2013-02-12,148.399994,149.110001,148.399994,148.820007,144.923889,4780
2013-02-13,149.690002,149.690002,147.949997,147.949997,144.076614,9445
2013-02-14,147.990005,148.080002,147.600006,147.979996,144.10585,10984
2013-02-15,147.990005,148.050003,147.5,147.710007,143.842896,10823
2013-02-18,148.309998,149.139999,148.309998,149.059998,145.157578,22351
2013-02-19,148.75,148.75,148.279999,148.449997,144.563522,6764
2013-02-20,149.0,149.259995,149.0,149.050003,145.147812,12343
2013-02-21,149.0,149.089996,148.279999,149.089996,145.186813,17758
2013-02-22,147.990005,147.990005,146.809998,147.600006,143.735794,14527
2013-02-25,148.119995,148.830002,148.119995,148.610001,144.719345,4650
2013-02-26,146.5,146.5,146.0,146.360001,142.528152,7533
2013-02-27,147.199997,147.5,147.149994,147.449997,143.589737,14241
2013-02-28,148.990005,149.720001,148.660004,149.169998,145.264694,6952
2013-03-01,149.429993,149.440002,148.910004,149.169998,145.264694,9378
2013-03-04,149.990005,150.5,149.240005,150.5,146.559906,6098
2013-03-05,150.490005,151.210007,150.279999,150.509995,146.569565,16188
2013-03-06,151.089996,151.419998,150.539993,151.029999,147.075989,6020
2013-03-07,151.570007,152.0,151.380005,151.399994,147.43634,16568
2013-03-08,152.350006,152.350006,151.449997,152.220001,148.234833,8333
2013-03-11,153.130005,153.199997,152.880005,153.0,148.994431,16713
2013-03-12,152.990005,153.0,152.300003,152.5,148.507523,15026
2013-03-13,152.199997,152.210007,151.639999,152.070007,148.088776,12914
2013-03-14,152.199997,152.570007,151.399994,151.5,147.533691,8612
2013-03-15,151.410004,152.330002,151.410004,152.300003,148.312775,17600
2013-03-18,150.580002,150.800003,149.720001,149.720001,145.800293,13345
2013-03-19,151.0,151.259995,150.5,150.5,146.559906,7914
2013-03-20,150.369995,150.649994,150.350006,150.350006,146.413788,17001
2013-03-21,151.0,151.5,151.0,151.300003,147.338959,13397
2013-03-22,150.0,150.0,149.339996,149.509995,145.59584,7616
2013-03-25,150.779999,151.509995,150.779999,151.320007,147.40451,9816
2013-03-26,150.580002,150.580002,149.25,149.300003,145.436768,7727
2013-03-27,149.800003,150.300003,149.800003,150.300003,146.410904,11334
2013-03-28,150.300003,150.470001,150.149994,150.190002,146.303726,11948
2013-04-02,150.619995,150.660004,150.089996,150.199997,146.313461,4977
2013-04-03,151.380005,151.380005,150.740005,150.740005,146.839493,6622
2013-04-04,150.0,150.0,149.0,149.5,145.631622,12312
2013-04-05,149.610001,150.479996,149.610001,149.75,145.875122,6807
2013-04-08,150.259995,150.649994,150.259995,150.600006,146.703156,10300
2013-04-09,151.5,152.179993,150.880005,151.050003,147.141541,6619
2013-04-10,150.529999,150.539993,150.0,150.199997,146.313461,13103
2013-04-11,150.880005,151.929993,150.880005,151.869995,147.940292,8619
2013-04-12,152.0,152.119995,151.589996,151.699997,147.774658,7091
2013-04-15,151.979996,152.720001,151.539993,152.410004,148.466339,4684
2013-04-16,151.330002,151.610001,150.970001,151.259995,147.3461,10026
2013-04-17,152.449997,152.710007,152.100006,152.5,148.554016,70871
2013-04-18,152.350006,152.350006,151.220001,151.639999,147.716202,12482
2013-04-19,151.399994,151.399994,150.509995,150.550003,146.65448,7883
2013-04-22,152.070007,152.520004,152.070007,152.520004,148.573441,6315
2013-04-23,153.149994,153.240005,152.800003,153.020004,149.060532,15654
2013-04-24,154.509995,155.25,154.449997,155.240005,151.223022,11738
2013-04-26,155.0,155.139999,154.130005,154.369995,150.375595,7201
2013-04-29,154.360001,154.779999,154.270004,154.490005,150.492477,6756
2013-04-30,154.610001,154.990005,154.380005,154.770004,150.765228,10267
2013-05-01,155.020004,155.039993,154.690002,155.039993,151.02829,7277
2013-05-02,155.320007,156.149994,155.279999,155.699997,151.671188,13536
2013-05-03,156.449997,156.740005,156.100006,156.259995,152.216675,20664
2013-05-06,157.839996,158.190002,157.529999,157.809998,153.726532,6716
2013-05-07,158.300003,159.809998,158.300003,159.440002,155.314407,9270
2013-05-08,160.0,160.850006,160.0,160.5,156.346954,18097
2013-05-09,161.330002,161.410004,160.279999,160.619995,156.463898,12050
2013-05-10,163.0,163.149994,162.660004,162.970001,158.753082,31121
2013-05-13,165.199997,165.199997,163.850006,164.050003,159.805099,22052
2013-05-14,165.009995,165.429993,164.710007,164.850006,160.584396,20056
2013-05-15,167.550003,169.190002,167.5,168.179993,163.828232,22522
2013-05-16,168.699997,169.309998,168.479996,169.279999,164.899734,20198
2013-05-17,169.550003,171.169998,169.5,170.529999,166.117416,19484
2013-05-20,171.119995,172.279999,171.119995,171.679993,167.237671,11925
2013-05-21,170.800003,172.020004,170.800003,171.100006,166.672668,31890
2013-05-22,171.300003,172.199997,171.039993,172.199997,167.744293,29490
2013-05-23,172.559998,173.770004,172.199997,172.910004,168.435852,36759
2013-05-24,172.199997,172.860001,171.429993,172.199997,167.744293,16172
2013-05-27,172.449997,173.5,172.449997,173.240005,168.757355,12702
2013-05-28,172.949997,174.149994,172.949997,173.449997,168.961868,19498
2013-05-29,174.649994,175.029999,174.25,174.880005,170.354858,24126
